Heart_rate_variability_ms,Sleep_Stage,Group_Label,Group_Type
92.0,REM,Below Normal (<10%),Below Normal
67.0,REM,Normal (10–30%),Normal
67.0,REM,Normal (10–30%),Normal
38.0,REM,Above Normal (>30%),Above Normal
103.0,REM,Below Normal (<10%),Below Normal
44.0,REM,Above Normal (>30%),Above Normal
51.0,REM,Above Normal (>30%),Above Normal
88.0,REM,Below Normal (<10%),Below Normal
88.0,REM,Below Normal (<10%),Below Normal
38.0,REM,Below Normal (<10%),Below Normal
42.0,REM,Above Normal (>30%),Above Normal
92.0,REM,Normal (10–30%),Normal
60.0,REM,Normal (10–30%),Normal
41.0,REM,Above Normal (>30%),Above Normal
108.0,REM,Below Normal (<10%),Below Normal
108.0,REM,Below Normal (<10%),Below Normal
66.0,REM,Normal (10–30%),Normal
43.0,REM,Above Normal (>30%),Above Normal
98.0,REM,Below Normal (<10%),Below Normal
71.0,REM,Above Normal (>30%),Above Normal
71.0,REM,Above Normal (>30%),Above Normal
71.0,REM,Above Normal (>30%),Above Normal
40.0,REM,Above Normal (>30%),Above Normal
87.0,REM,Below Normal (<10%),Below Normal
60.0,REM,Above Normal (>30%),Above Normal
44.0,REM,Above Normal (>30%),Above Normal
95.0,REM,Below Normal (<10%),Below Normal
67.0,REM,Normal (10–30%),Normal
37.0,REM,Above Normal (>30%),Above Normal
85.0,REM,Below Normal (<10%),Below Normal
42.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Above Normal (>30%),Above Normal
90.0,REM,Normal (10–30%),Normal
61.0,REM,Normal (10–30%),Normal
41.0,REM,Above Normal (>30%),Above Normal
90.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Normal (10–30%),Normal
42.0,REM,Above Normal (>30%),Above Normal
109.0,REM,Below Normal (<10%),Below Normal
55.0,REM,Above Normal (>30%),Above Normal
44.0,REM,Above Normal (>30%),Above Normal
93.0,REM,Normal (10–30%),Normal
55.0,REM,Normal (10–30%),Normal
25.0,REM,Normal (10–30%),Normal
42.0,REM,Below Normal (<10%),Below Normal
42.0,REM,Below Normal (<10%),Below Normal
84.0,REM,Above Normal (>30%),Above Normal
35.0,REM,Above Normal (>30%),Above Normal
34.0,REM,Below Normal (<10%),Below Normal
80.0,REM,Normal (10–30%),Normal
80.0,REM,Normal (10–30%),Normal
39.0,REM,Below Normal (<10%),Below Normal
75.0,REM,Normal (10–30%),Normal
31.0,REM,Normal (10–30%),Normal
80.0,REM,Normal (10–30%),Normal
56.0,REM,Below Normal (<10%),Below Normal
41.0,REM,Above Normal (>30%),Above Normal
79.0,REM,Normal (10–30%),Normal
40.0,REM,Below Normal (<10%),Below Normal
73.0,REM,Normal (10–30%),Normal
55.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Normal (10–30%),Normal
67.0,REM,Normal (10–30%),Normal
67.0,REM,Normal (10–30%),Normal
77.0,REM,Normal (10–30%),Normal
36.0,REM,Normal (10–30%),Normal
86.0,REM,Below Normal (<10%),Below Normal
67.0,REM,Above Normal (>30%),Above Normal
37.0,REM,Above Normal (>30%),Above Normal
86.0,REM,Below Normal (<10%),Below Normal
38.0,REM,Above Normal (>30%),Above Normal
75.0,REM,Normal (10–30%),Normal
44.0,REM,Above Normal (>30%),Above Normal
54.0,REM,Normal (10–30%),Normal
98.0,REM,Below Normal (<10%),Below Normal
49.0,REM,Above Normal (>30%),Above Normal
42.0,REM,Above Normal (>30%),Above Normal
82.0,REM,Normal (10–30%),Normal
50.0,REM,Normal (10–30%),Normal
42.0,REM,Above Normal (>30%),Above Normal
94.0,REM,Normal (10–30%),Normal
94.0,REM,Normal (10–30%),Normal
66.0,REM,Above Normal (>30%),Above Normal
44.0,REM,Normal (10–30%),Normal
65.0,REM,Above Normal (>30%),Above Normal
92.0,REM,Normal (10–30%),Normal
92.0,REM,Normal (10–30%),Normal
49.0,REM,Above Normal (>30%),Above Normal
101.0,REM,Below Normal (<10%),Below Normal
46.0,REM,Above Normal (>30%),Above Normal
101.0,REM,Below Normal (<10%),Below Normal
101.0,REM,Below Normal (<10%),Below Normal
65.0,REM,Above Normal (>30%),Above Normal
46.0,REM,Normal (10–30%),Normal
109.0,REM,Below Normal (<10%),Below Normal
109.0,REM,Below Normal (<10%),Below Normal
55.0,REM,Above Normal (>30%),Above Normal
35.0,REM,Above Normal (>30%),Above Normal
101.0,REM,Below Normal (<10%),Below Normal
59.0,REM,Above Normal (>30%),Above Normal
59.0,REM,Above Normal (>30%),Above Normal
20.0,REM,Normal (10–30%),Normal
63.0,REM,Normal (10–30%),Normal
96.0,REM,Below Normal (<10%),Below Normal
96.0,REM,Below Normal (<10%),Below Normal
40.0,REM,Above Normal (>30%),Above Normal
84.0,REM,Below Normal (<10%),Below Normal
84.0,REM,Below Normal (<10%),Below Normal
55.0,REM,Below Normal (<10%),Below Normal
39.0,REM,Below Normal (<10%),Below Normal
88.0,REM,Normal (10–30%),Normal
51.0,REM,Above Normal (>30%),Above Normal
86.0,REM,Below Normal (<10%),Below Normal
86.0,REM,Below Normal (<10%),Below Normal
65.0,REM,Below Normal (<10%),Below Normal
44.0,REM,Above Normal (>30%),Above Normal
44.0,REM,Above Normal (>30%),Above Normal
100.0,REM,Normal (10–30%),Normal
100.0,REM,Normal (10–30%),Normal
69.0,REM,Above Normal (>30%),Above Normal
36.0,REM,Above Normal (>30%),Above Normal
106.0,REM,Below Normal (<10%),Below Normal
51.0,REM,Above Normal (>30%),Above Normal
42.0,REM,Above Normal (>30%),Above Normal
90.0,REM,Below Normal (<10%),Below Normal
90.0,REM,Below Normal (<10%),Below Normal
64.0,REM,Above Normal (>30%),Above Normal
48.0,REM,Above Normal (>30%),Above Normal
85.0,REM,Below Normal (<10%),Below Normal
58.0,REM,Normal (10–30%),Normal
58.0,REM,Normal (10–30%),Normal
38.0,REM,Above Normal (>30%),Above Normal
38.0,REM,Below Normal (<10%),Below Normal
60.0,REM,Above Normal (>30%),Above Normal
88.0,REM,Below Normal (<10%),Below Normal
88.0,REM,Below Normal (<10%),Below Normal
71.0,REM,Normal (10–30%),Normal
49.0,REM,Above Normal (>30%),Above Normal
93.0,REM,Below Normal (<10%),Below Normal
56.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Above Normal (>30%),Above Normal
92.0,REM,Below Normal (<10%),Below Normal
92.0,REM,Below Normal (<10%),Below Normal
92.0,REM,Below Normal (<10%),Below Normal
63.0,REM,Below Normal (<10%),Below Normal
54.0,REM,Normal (10–30%),Normal
80.0,REM,Below Normal (<10%),Below Normal
80.0,REM,Below Normal (<10%),Below Normal
57.0,REM,Normal (10–30%),Normal
41.0,REM,Below Normal (<10%),Below Normal
63.0,REM,Above Normal (>30%),Above Normal
49.0,REM,Above Normal (>30%),Above Normal
78.0,REM,Below Normal (<10%),Below Normal
61.0,REM,Normal (10–30%),Normal
85.0,REM,Below Normal (<10%),Below Normal
39.0,REM,Above Normal (>30%),Above Normal
78.0,REM,Below Normal (<10%),Below Normal
43.0,REM,Above Normal (>30%),Above Normal
85.0,REM,Normal (10–30%),Normal
85.0,REM,Normal (10–30%),Normal
85.0,REM,Normal (10–30%),Normal
41.0,REM,Above Normal (>30%),Above Normal
61.0,REM,Above Normal (>30%),Above Normal
82.0,REM,Below Normal (<10%),Below Normal
82.0,REM,Below Normal (<10%),Below Normal
42.0,REM,Normal (10–30%),Normal
79.0,REM,Below Normal (<10%),Below Normal
79.0,REM,Below Normal (<10%),Below Normal
65.0,REM,Normal (10–30%),Normal
39.0,REM,Below Normal (<10%),Below Normal
66.0,REM,Above Normal (>30%),Above Normal
66.0,REM,Above Normal (>30%),Above Normal
57.0,REM,Below Normal (<10%),Below Normal
68.0,REM,Normal (10–30%),Normal
68.0,REM,Normal (10–30%),Normal
68.0,REM,Normal (10–30%),Normal
92.0,REM,Above Normal (>30%),Above Normal
34.0,REM,Normal (10–30%),Normal
38.0,REM,Below Normal (<10%),Below Normal
96.0,REM,Below Normal (<10%),Below Normal
37.0,REM,Above Normal (>30%),Above Normal
37.0,REM,Above Normal (>30%),Above Normal
41.0,REM,Below Normal (<10%),Below Normal
100.0,REM,Below Normal (<10%),Below Normal
41.0,REM,Normal (10–30%),Normal
59.0,REM,Below Normal (<10%),Below Normal
91.0,REM,Below Normal (<10%),Below Normal
49.0,REM,Above Normal (>30%),Above Normal
86.0,REM,Below Normal (<10%),Below Normal
58.0,REM,Below Normal (<10%),Below Normal
53.0,REM,Above Normal (>30%),Above Normal
34.0,REM,Above Normal (>30%),Above Normal
48.0,REM,Above Normal (>30%),Above Normal
78.0,REM,Below Normal (<10%),Below Normal
65.0,REM,Above Normal (>30%),Above Normal
65.0,REM,Above Normal (>30%),Above Normal
45.0,REM,Above Normal (>30%),Above Normal
97.0,REM,Normal (10–30%),Normal
97.0,REM,Normal (10–30%),Normal
67.0,REM,Below Normal (<10%),Below Normal
43.0,REM,Above Normal (>30%),Above Normal
57.0,REM,Above Normal (>30%),Above Normal
72.0,REM,Below Normal (<10%),Below Normal
39.0,REM,Above Normal (>30%),Above Normal
52.0,REM,Below Normal (<10%),Below Normal
86.0,REM,Below Normal (<10%),Below Normal
68.0,REM,Normal (10–30%),Normal
29.0,REM,Above Normal (>30%),Above Normal
41.0,REM,Above Normal (>30%),Above Normal
63.0,REM,Above Normal (>30%),Above Normal
80.0,REM,Normal (10–30%),Normal
45.0,REM,Above Normal (>30%),Above Normal
72.0,REM,Below Normal (<10%),Below Normal
43.0,REM,Above Normal (>30%),Above Normal
63.0,REM,Below Normal (<10%),Below Normal
49.0,REM,Below Normal (<10%),Below Normal
40.0,REM,Above Normal (>30%),Above Normal
49.0,REM,Above Normal (>30%),Above Normal
81.0,REM,Below Normal (<10%),Below Normal
81.0,REM,Below Normal (<10%),Below Normal
81.0,REM,Below Normal (<10%),Below Normal
38.0,REM,Below Normal (<10%),Below Normal
84.0,REM,Below Normal (<10%),Below Normal
30.0,REM,Normal (10–30%),Normal
30.0,REM,Normal (10–30%),Normal
42.0,REM,Below Normal (<10%),Below Normal
92.0,REM,Normal (10–30%),Normal
92.0,REM,Normal (10–30%),Normal
96.0,REM,Below Normal (<10%),Below Normal
39.0,REM,Normal (10–30%),Normal
62.0,REM,Below Normal (<10%),Below Normal
96.0,REM,Below Normal (<10%),Below Normal
46.0,REM,Above Normal (>30%),Above Normal
61.0,REM,Above Normal (>30%),Above Normal
61.0,REM,Above Normal (>30%),Above Normal
106.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Above Normal (>30%),Above Normal
101.0,REM,Below Normal (<10%),Below Normal
39.0,REM,Above Normal (>30%),Above Normal
54.0,REM,Above Normal (>30%),Above Normal
54.0,REM,Below Normal (<10%),Below Normal
86.0,REM,Below Normal (<10%),Below Normal
86.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Normal (10–30%),Normal
46.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Above Normal (>30%),Above Normal
93.0,REM,Below Normal (<10%),Below Normal
92.0,REM,Below Normal (<10%),Below Normal
53.0,REM,Above Normal (>30%),Above Normal
63.0,REM,Above Normal (>30%),Above Normal
63.0,REM,Above Normal (>30%),Above Normal
92.0,REM,Normal (10–30%),Normal
92.0,REM,Normal (10–30%),Normal
92.0,REM,Normal (10–30%),Normal
53.0,REM,Above Normal (>30%),Above Normal
70.0,REM,Below Normal (<10%),Below Normal
84.0,REM,Normal (10–30%),Normal
41.0,REM,Above Normal (>30%),Above Normal
58.0,REM,Below Normal (<10%),Below Normal
84.0,REM,Below Normal (<10%),Below Normal
52.0,REM,Normal (10–30%),Normal
78.0,REM,Below Normal (<10%),Below Normal
78.0,REM,Below Normal (<10%),Below Normal
28.0,REM,Normal (10–30%),Normal
44.0,REM,Above Normal (>30%),Above Normal
95.0,REM,Above Normal (>30%),Above Normal
95.0,REM,Above Normal (>30%),Above Normal
54.0,REM,Above Normal (>30%),Above Normal
54.0,REM,Above Normal (>30%),Above Normal
20.0,REM,Above Normal (>30%),Above Normal
18.0,REM,Normal (10–30%),Normal
71.0,REM,Normal (10–30%),Normal
69.0,REM,Below Normal (<10%),Below Normal
69.0,REM,Below Normal (<10%),Below Normal
87.0,REM,Below Normal (<10%),Below Normal
52.0,REM,Above Normal (>30%),Above Normal
88.0,REM,Normal (10–30%),Normal
71.0,REM,Below Normal (<10%),Below Normal
54.0,REM,Above Normal (>30%),Above Normal
76.0,REM,Above Normal (>30%),Above Normal
76.0,REM,Above Normal (>30%),Above Normal
90.0,REM,Normal (10–30%),Normal
48.0,REM,Above Normal (>30%),Above Normal
79.0,REM,Below Normal (<10%),Below Normal
68.0,REM,Below Normal (<10%),Below Normal
46.0,REM,Above Normal (>30%),Above Normal
93.0,REM,Above Normal (>30%),Above Normal
37.0,REM,Above Normal (>30%),Above Normal
53.0,REM,Above Normal (>30%),Above Normal
76.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Above Normal (>30%),Above Normal
60.0,REM,Below Normal (<10%),Below Normal
81.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Above Normal (>30%),Above Normal
60.0,REM,Above Normal (>30%),Above Normal
100.0,REM,Below Normal (<10%),Below Normal
46.0,REM,Above Normal (>30%),Above Normal
68.0,REM,Normal (10–30%),Normal
68.0,REM,Normal (10–30%),Normal
88.0,REM,Below Normal (<10%),Below Normal
88.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Normal (10–30%),Normal
66.0,REM,Normal (10–30%),Normal
83.0,REM,Below Normal (<10%),Below Normal
47.0,REM,Above Normal (>30%),Above Normal
110.0,REM,Normal (10–30%),Normal
59.0,REM,Above Normal (>30%),Above Normal
95.0,REM,Below Normal (<10%),Below Normal
26.0,REM,Below Normal (<10%),Below Normal
40.0,REM,Above Normal (>30%),Above Normal
66.0,REM,Below Normal (<10%),Below Normal
66.0,REM,Below Normal (<10%),Below Normal
89.0,REM,Normal (10–30%),Normal
89.0,REM,Normal (10–30%),Normal
30.0,REM,Above Normal (>30%),Above Normal
53.0,REM,Below Normal (<10%),Below Normal
46.0,REM,Above Normal (>30%),Above Normal
70.0,REM,Above Normal (>30%),Above Normal
70.0,REM,Above Normal (>30%),Above Normal
69.0,REM,Normal (10–30%),Normal
88.0,REM,Above Normal (>30%),Above Normal
98.0,REM,Below Normal (<10%),Below Normal
66.0,REM,Above Normal (>30%),Above Normal
66.0,REM,Above Normal (>30%),Above Normal
22.0,REM,Below Normal (<10%),Below Normal
99.0,REM,Below Normal (<10%),Below Normal
65.0,REM,Above Normal (>30%),Above Normal
94.0,REM,Below Normal (<10%),Below Normal
64.0,REM,Above Normal (>30%),Above Normal
42.0,REM,Below Normal (<10%),Below Normal
81.0,REM,Below Normal (<10%),Below Normal
81.0,REM,Below Normal (<10%),Below Normal
51.0,REM,Above Normal (>30%),Above Normal
23.0,REM,Below Normal (<10%),Below Normal
68.0,REM,Below Normal (<10%),Below Normal
73.0,REM,Above Normal (>30%),Above Normal
50.0,REM,Above Normal (>30%),Above Normal
50.0,REM,Above Normal (>30%),Above Normal
62.0,REM,Above Normal (>30%),Above Normal
74.0,REM,Below Normal (<10%),Below Normal
45.0,REM,Above Normal (>30%),Above Normal
45.0,REM,Above Normal (>30%),Above Normal
83.0,REM,Above Normal (>30%),Above Normal
76.0,REM,Normal (10–30%),Normal
39.0,REM,Above Normal (>30%),Above Normal
92.0,REM,Above Normal (>30%),Above Normal
44.0,REM,Above Normal (>30%),Above Normal
56.0,REM,Normal (10–30%),Normal
92.0,REM,Normal (10–30%),Normal
40.0,REM,Above Normal (>30%),Above Normal
70.0,REM,Below Normal (<10%),Below Normal
94.0,REM,Below Normal (<10%),Below Normal
42.0,REM,Normal (10–30%),Normal
89.0,REM,Above Normal (>30%),Above Normal
39.0,REM,Normal (10–30%),Normal
15.0,REM,Above Normal (>30%),Above Normal
77.0,REM,Below Normal (<10%),Below Normal
55.0,REM,Normal (10–30%),Normal
55.0,REM,Above Normal (>30%),Above Normal
42.0,REM,Above Normal (>30%),Above Normal
28.0,REM,Above Normal (>30%),Above Normal
70.0,REM,Below Normal (<10%),Below Normal
95.0,REM,Below Normal (<10%),Below Normal
45.0,REM,Above Normal (>30%),Above Normal
55.0,REM,Below Normal (<10%),Below Normal
81.0,REM,Below Normal (<10%),Below Normal
81.0,REM,Below Normal (<10%),Below Normal
40.0,REM,Normal (10–30%),Normal
53.0,REM,Normal (10–30%),Normal
75.0,REM,Below Normal (<10%),Below Normal
75.0,REM,Below Normal (<10%),Below Normal
40.0,REM,Above Normal (>30%),Above Normal
61.0,REM,Normal (10–30%),Normal
80.0,REM,Below Normal (<10%),Below Normal
46.0,REM,Normal (10–30%),Normal
65.0,REM,Above Normal (>30%),Above Normal
74.0,REM,Below Normal (<10%),Below Normal
61.0,REM,Above Normal (>30%),Above Normal
61.0,REM,Above Normal (>30%),Above Normal
61.0,REM,Above Normal (>30%),Above Normal
48.0,REM,Above Normal (>30%),Above Normal
48.0,REM,Above Normal (>30%),Above Normal
78.0,REM,Below Normal (<10%),Below Normal
64.0,REM,Below Normal (<10%),Below Normal
64.0,REM,Below Normal (<10%),Below Normal
59.0,REM,Below Normal (<10%),Below Normal
59.0,REM,Below Normal (<10%),Below Normal
36.0,REM,Normal (10–30%),Normal
36.0,REM,Normal (10–30%),Normal
58.0,REM,Above Normal (>30%),Above Normal
71.0,REM,Below Normal (<10%),Below Normal
46.0,REM,Below Normal (<10%),Below Normal
64.0,REM,Below Normal (<10%),Below Normal
78.0,REM,Normal (10–30%),Normal
48.0,REM,Above Normal (>30%),Above Normal
57.0,REM,Below Normal (<10%),Below Normal
76.0,REM,Normal (10–30%),Normal
55.0,REM,Above Normal (>30%),Above Normal
56.0,REM,Normal (10–30%),Normal
56.0,REM,Normal (10–30%),Normal
95.0,REM,Below Normal (<10%),Below Normal
49.0,REM,Normal (10–30%),Normal
88.0,REM,Normal (10–30%),Normal
45.0,REM,Below Normal (<10%),Below Normal
39.0,REM,Above Normal (>30%),Above Normal
84.0,REM,Normal (10–30%),Normal
72.0,REM,Above Normal (>30%),Above Normal
72.0,REM,Above Normal (>30%),Above Normal
46.0,REM,Above Normal (>30%),Above Normal
61.0,REM,Normal (10–30%),Normal
61.0,REM,Normal (10–30%),Normal
78.0,REM,Above Normal (>30%),Above Normal
53.0,REM,Normal (10–30%),Normal
56.0,REM,Below Normal (<10%),Below Normal
85.0,REM,Normal (10–30%),Normal
44.0,REM,Above Normal (>30%),Above Normal
75.0,REM,Below Normal (<10%),Below Normal
58.0,REM,Below Normal (<10%),Below Normal
45.0,REM,Normal (10–30%),Normal
48.0,REM,Normal (10–30%),Normal
48.0,REM,Normal (10–30%),Normal
80.0,REM,Below Normal (<10%),Below Normal
42.0,REM,Above Normal (>30%),Above Normal
93.0,REM,Below Normal (<10%),Below Normal
66.0,REM,Below Normal (<10%),Below Normal
49.0,REM,Above Normal (>30%),Above Normal
81.0,REM,Below Normal (<10%),Below Normal
44.0,REM,Normal (10–30%),Normal
32.0,REM,Below Normal (<10%),Below Normal
70.0,REM,Normal (10–30%),Normal
88.0,REM,Normal (10–30%),Normal
48.0,REM,Above Normal (>30%),Above Normal
48.0,REM,Above Normal (>30%),Above Normal
57.0,REM,Below Normal (<10%),Below Normal
44.0,REM,Above Normal (>30%),Above Normal
77.0,REM,Below Normal (<10%),Below Normal
65.0,REM,Below Normal (<10%),Below Normal
65.0,REM,Below Normal (<10%),Below Normal
85.0,REM,Above Normal (>30%),Above Normal
48.0,REM,Above Normal (>30%),Above Normal
68.0,REM,Below Normal (<10%),Below Normal
91.0,REM,Below Normal (<10%),Below Normal
63.0,REM,Above Normal (>30%),Above Normal
87.0,REM,Below Normal (<10%),Below Normal
57.0,REM,Above Normal (>30%),Above Normal
63.0,REM,Normal (10–30%),Normal
86.0,REM,Below Normal (<10%),Below Normal
39.0,REM,Above Normal (>30%),Above Normal
90.0,REM,Below Normal (<10%),Below Normal
90.0,REM,Below Normal (<10%),Below Normal
60.0,REM,Normal (10–30%),Normal
60.0,REM,Normal (10–30%),Normal
41.0,REM,Above Normal (>30%),Above Normal
95.0,REM,Above Normal (>30%),Above Normal
95.0,REM,Above Normal (>30%),Above Normal
40.0,REM,Normal (10–30%),Normal
44.0,REM,Above Normal (>30%),Above Normal
44.0,REM,Above Normal (>30%),Above Normal
73.0,REM,Normal (10–30%),Normal
53.0,REM,Above Normal (>30%),Above Normal
84.0,REM,Below Normal (<10%),Below Normal
71.0,REM,Below Normal (<10%),Below Normal
56.0,REM,Below Normal (<10%),Below Normal
48.0,REM,Above Normal (>30%),Above Normal
65.0,REM,Above Normal (>30%),Above Normal
109.0,REM,Normal (10–30%),Normal
109.0,REM,Normal (10–30%),Normal
109.0,REM,Normal (10–30%),Normal
109.0,REM,Normal (10–30%),Normal
54.0,REM,Above Normal (>30%),Above Normal
68.0,REM,Below Normal (<10%),Below Normal
95.0,REM,Normal (10–30%),Normal
39.0,REM,Below Normal (<10%),Below Normal
69.0,REM,Below Normal (<10%),Below Normal
93.0,REM,Above Normal (>30%),Above Normal
93.0,REM,Above Normal (>30%),Above Normal
93.0,REM,Above Normal (>30%),Above Normal
47.0,REM,Above Normal (>30%),Above Normal
88.0,REM,Below Normal (<10%),Below Normal
45.0,REM,Below Normal (<10%),Below Normal
45.0,REM,Below Normal (<10%),Below Normal
49.0,REM,Below Normal (<10%),Below Normal
75.0,REM,Normal (10–30%),Normal
83.0,REM,Below Normal (<10%),Below Normal
26.0,REM,Below Normal (<10%),Below Normal
78.0,REM,Below Normal (<10%),Below Normal
71.0,REM,Normal (10–30%),Normal
71.0,REM,Normal (10–30%),Normal
50.0,REM,Above Normal (>30%),Above Normal
63.0,REM,Normal (10–30%),Normal
63.0,REM,Normal (10–30%),Normal
84.0,REM,Normal (10–30%),Normal
42.0,REM,Below Normal (<10%),Below Normal
74.0,REM,Above Normal (>30%),Above Normal
81.0,REM,Normal (10–30%),Normal
81.0,REM,Normal (10–30%),Normal
